,ProdTaken,TypeofContact,CityTier,Occupation,Gender,NumberOfPersonVisited,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisited,Designation,Age,DurationOfPitch,MonthlyIncome
3890,0,Self Enquiry,3,Small Business,Female,4,5.0,Deluxe,3.0,Married,3.0,0,5,1,1.0,Manager,35.0,32.0,25390.0
3891,0,Company Invited,3,Small Business,Male,3,6.0,Deluxe,3.0,Married,3.0,0,1,1,1.0,Manager,37.0,22.0,24084.0
3892,0,Self Enquiry,3,Salaried,Male,3,5.0,Deluxe,4.0,Married,4.0,0,3,0,2.0,Manager,42.0,10.0,27616.0
3893,0,Self Enquiry,1,Large Business,Male,4,4.0,Basic,5.0,Single,3.0,0,1,1,2.0,Executive,33.0,9.0,21117.0
3894,0,Self Enquiry,2,Salaried,Female,3,4.0,Standard,3.0,Unmarried,3.0,1,1,1,1.0,Senior Manager,36.0,32.0,27515.0
3895,0,Self Enquiry,3,Salaried,Female,4,4.0,Deluxe,3.0,Married,3.0,0,4,0,3.0,Manager,39.0,17.0,24021.0
3896,1,Company Invited,3,Salaried,Male,4,4.0,Deluxe,3.0,Married,2.0,0,3,1,2.0,Manager,51.0,7.0,25406.0
3897,0,Self Enquiry,3,Small Business,Female,4,5.0,Deluxe,3.0,Married,6.0,0,1,1,2.0,Manager,37.0,18.0,25330.0
3898,0,Self Enquiry,3,Salaried,Female,3,4.0,Deluxe,3.0,Unmarried,2.0,0,1,1,1.0,Manager,46.0,27.0,23528.0
3899,0,Self Enquiry,1,Salaried,Male,3,5.0,Basic,3.0,Unmarried,4.0,0,5,0,2.0,Executive,41.0,9.0,21487.0
3900,0,Company Invited,1,Salaried,Male,4,4.0,Deluxe,3.0,Married,3.0,1,3,1,1.0,Manager,36.0,25.0,24367.0
3901,0,Self Enquiry,1,Small Business,Female,4,4.0,Basic,3.0,Married,4.0,0,1,1,2.0,Executive,41.0,9.0,20679.0
3902,0,Self Enquiry,1,Salaried,Female,4,6.0,Basic,3.0,Married,3.0,0,3,0,2.0,Executive,36.0,7.0,21655.0
3903,0,Self Enquiry,1,Salaried,Male,3,5.0,Deluxe,4.0,Married,6.0,1,4,1,1.0,Manager,30.0,20.0,22703.0
3904,0,Self Enquiry,1,Small Business,Female,4,5.0,Basic,5.0,Unmarried,3.0,0,1,0,2.0,Executive,30.0,32.0,22463.0
3905,1,Self Enquiry,3,Small Business,Male,3,5.0,Standard,5.0,Married,6.0,1,5,0,1.0,Senior Manager,51.0,32.0,29532.0
3906,0,Self Enquiry,3,Small Business,Female,3,5.0,Super Deluxe,3.0,Married,2.0,0,1,1,2.0,AVP,40.0,31.0,30709.0
3907,0,Company Invited,1,Small Business,Male,4,4.0,Deluxe,5.0,Single,2.0,0,1,0,3.0,Manager,32.0,12.0,28614.0
3908,0,Self Enquiry,3,Salaried,Female,2,5.0,Basic,3.0,Unmarried,2.0,0,1,0,1.0,Executive,27.0,12.0,21644.0
3909,0,Company Invited,1,Small Business,Male,3,2.0,Deluxe,3.0,Married,6.0,0,3,0,1.0,Manager,37.0,30.0,21249.0
3910,0,Self Enquiry,1,Small Business,Male,3,5.0,Standard,5.0,Married,6.0,0,4,1,1.0,Senior Manager,40.0,13.0,28669.0
3911,0,Self Enquiry,1,Salaried,Male,3,2.0,Deluxe,4.0,Married,3.0,1,4,1,1.0,Manager,28.0,11.0,24820.0
3912,0,Company Invited,3,Small Business,Male,4,5.0,Deluxe,4.0,Married,4.0,0,3,1,3.0,Manager,50.0,9.0,24068.0
3913,0,Self Enquiry,1,Small Business,Male,3,2.0,Deluxe,3.0,Married,4.0,0,3,0,2.0,Manager,35.0,15.0,23082.0
3914,1,Self Enquiry,3,Salaried,Female,4,4.0,Deluxe,3.0,Unmarried,2.0,1,4,0,3.0,Manager,42.0,7.0,24671.0
3915,0,Company Invited,1,Salaried,Male,4,5.0,Deluxe,4.0,Married,3.0,0,1,0,1.0,Manager,50.0,15.0,23808.0
3916,1,Self Enquiry,1,Salaried,Male,4,5.0,Basic,3.0,Single,8.0,1,3,0,3.0,Executive,38.0,9.0,20768.0
3917,0,Company Invited,1,Salaried,Female,3,4.0,Basic,3.0,Married,3.0,1,1,1,2.0,Executive,34.0,10.0,21587.0
3918,0,Self Enquiry,1,Small Business,Male,3,4.0,Basic,4.0,Married,2.0,0,5,1,2.0,Executive,28.0,9.0,22146.0
3919,0,Company Invited,1,Salaried,Male,4,4.0,Basic,3.0,Unmarried,2.0,0,3,1,2.0,Executive,33.0,9.0,21746.0
3920,0,Self Enquiry,1,Small Business,Female,3,2.0,Basic,5.0,Married,6.0,1,1,0,2.0,Executive,55.0,10.0,21348.0
3921,0,Self Enquiry,1,Salaried,Male,4,4.0,Basic,3.0,Married,3.0,0,3,1,3.0,Executive,31.0,31.0,21371.0
3922,0,Company Invited,1,Salaried,Male,3,5.0,Standard,3.0,Unmarried,2.0,0,3,1,1.0,Senior Manager,39.0,30.0,28204.0
3923,0,Self Enquiry,1,Small Business,Male,4,4.0,Deluxe,3.0,Married,8.0,0,3,0,1.0,Manager,37.0,32.0,23915.0
3924,0,Self Enquiry,1,Small Business,Male,3,2.0,Basic,4.0,Married,2.0,0,4,1,2.0,Executive,36.0,23.0,21104.0
3925,0,Self Enquiry,1,Salaried,Female,3,5.0,Deluxe,3.0,Unmarried,2.0,1,1,1,2.0,Manager,30.0,22.0,22871.0
3926,0,Self Enquiry,1,Salaried,Male,3,4.0,Basic,3.0,Married,3.0,0,3,1,2.0,Executive,32.0,32.0,21589.0
3927,0,Self Enquiry,1,Small Business,Male,4,4.0,Basic,3.0,Married,2.0,0,3,0,1.0,Executive,35.0,26.0,21339.0
3928,1,Self Enquiry,1,Salaried,Male,3,5.0,Basic,3.0,Single,7.0,1,1,0,1.0,Executive,29.0,31.0,20706.0
3929,0,Self Enquiry,1,Salaried,Female,3,2.0,Standard,5.0,Married,3.0,0,5,1,2.0,Senior Manager,30.0,28.0,28658.0
3930,0,Self Enquiry,1,Salaried,Male,4,2.0,Basic,4.0,Married,2.0,1,1,1,3.0,Executive,33.0,12.0,21976.0
3931,0,Company Invited,1,Small Business,Male,4,2.0,Basic,3.0,Married,3.0,1,3,0,3.0,Executive,24.0,23.0,21613.0
3932,0,Self Enquiry,3,Salaried,Female,4,5.0,Super Deluxe,3.0,Married,4.0,0,3,0,1.0,AVP,54.0,9.0,34105.0
3933,0,Self Enquiry,1,Salaried,Male,3,4.0,Basic,3.0,Unmarried,7.0,1,1,0,1.0,Executive,39.0,9.0,22622.0
3934,0,Company Invited,1,Salaried,Female,4,2.0,Deluxe,3.0,Married,2.0,0,5,0,2.0,Manager,25.0,18.0,22689.0
3935,1,Self Enquiry,3,Salaried,Male,3,5.0,Basic,5.0,Unmarried,2.0,0,1,0,1.0,Executive,37.0,16.0,22085.0
3936,0,Self Enquiry,1,Salaried,Female,3,4.0,Standard,4.0,Single,2.0,0,5,0,1.0,Senior Manager,35.0,14.0,30672.0
3937,0,Self Enquiry,1,Salaried,Male,4,,Basic,3.0,Single,3.0,0,5,1,2.0,Executive,24.0,22.0,19910.0
3938,1,Self Enquiry,1,Small Business,Male,3,4.0,Basic,5.0,Unmarried,4.0,0,4,0,1.0,Executive,35.0,13.0,21638.0
3939,0,Self Enquiry,1,Salaried,Female,3,4.0,King,3.0,Married,,0,4,1,1.0,VP,54.0,12.0,34632.85
3940,1,Company Invited,1,Salaried,Female,4,6.0,Basic,5.0,Unmarried,3.0,1,4,0,1.0,Executive,33.0,23.0,22597.0
3941,0,Self Enquiry,3,Small Business,Male,3,4.0,Deluxe,4.0,Married,2.0,0,3,1,1.0,Manager,43.0,15.0,25503.0
3942,0,Self Enquiry,1,Small Business,Female,3,5.0,Standard,3.0,Married,5.0,0,4,0,1.0,Senior Manager,45.0,14.0,28926.0
3943,0,Self Enquiry,3,Small Business,Female,3,4.0,King,5.0,Single,,0,1,1,2.0,VP,47.0,9.0,34632.85
3944,0,Self Enquiry,1,Small Business,Male,4,4.0,Basic,3.0,Single,6.0,0,3,0,3.0,Executive,34.0,9.0,21174.0
3945,0,Self Enquiry,1,Salaried,Male,3,4.0,Deluxe,3.0,Married,4.0,1,3,0,2.0,Manager,45.0,17.0,25143.0
3946,0,Self Enquiry,1,Small Business,Male,3,5.0,Basic,3.0,Single,3.0,0,4,0,2.0,Executive,31.0,16.0,20884.0
3947,1,Self Enquiry,3,Large Business,Male,3,4.0,Deluxe,3.0,Married,5.0,0,1,0,1.0,Manager,40.0,12.0,20764.0
3948,1,Self Enquiry,1,Small Business,Male,4,4.0,Basic,3.0,Married,4.0,1,3,0,3.0,Executive,25.0,7.0,20971.0
3949,0,Self Enquiry,1,Small Business,Female,4,2.0,Basic,3.0,Married,3.0,0,1,1,3.0,Executive,44.0,9.0,21323.0
3950,1,Self Enquiry,3,Small Business,Male,3,5.0,Basic,3.0,Married,3.0,1,4,1,2.0,Executive,51.0,10.0,21361.0
3951,0,Self Enquiry,3,Small Business,Female,4,4.0,Basic,3.0,Married,3.0,0,1,1,3.0,Executive,36.0,9.0,20692.0
3952,0,Self Enquiry,1,Salaried,Female,3,5.0,Basic,5.0,Married,2.0,1,1,1,2.0,Executive,37.0,12.0,22097.0
3953,0,Company Invited,3,Salaried,Female,3,2.0,Deluxe,5.0,Married,4.0,0,3,0,2.0,Manager,34.0,7.0,24054.0
3954,0,Self Enquiry,1,Salaried,Male,4,4.0,Basic,3.0,Married,3.0,0,4,1,2.0,Executive,36.0,11.0,20629.0
3955,0,Self Enquiry,1,Salaried,Female,3,4.0,Basic,5.0,Married,3.0,0,3,1,2.0,Executive,28.0,9.0,21019.0
3956,1,Self Enquiry,1,Salaried,Male,3,6.0,Basic,3.0,Single,3.0,0,1,0,1.0,Executive,27.0,32.0,20971.0
3957,0,Company Invited,3,Salaried,Male,3,4.0,Standard,3.0,Unmarried,3.0,0,1,1,1.0,Senior Manager,28.0,15.0,27404.0
3958,0,Company Invited,1,Small Business,Female,3,4.0,Deluxe,3.0,Unmarried,3.0,0,3,1,1.0,Manager,31.0,7.0,22689.0
3959,1,Self Enquiry,1,Large Business,Female,3,4.0,King,3.0,Married,3.0,0,4,1,2.0,VP,42.0,19.0,34632.85
3960,0,Company Invited,3,Small Business,Male,4,4.0,Deluxe,3.0,Unmarried,2.0,0,5,0,2.0,Manager,35.0,30.0,23246.0
3961,0,Self Enquiry,1,Salaried,Male,4,4.0,Basic,4.0,Married,6.0,0,4,0,2.0,Executive,38.0,26.0,21700.0
3962,0,Company Invited,3,Small Business,Male,4,4.0,Deluxe,3.0,Unmarried,6.0,1,5,1,2.0,Manager,47.0,12.0,24450.0
3963,0,Self Enquiry,1,Salaried,Male,3,2.0,Basic,3.0,Married,3.0,0,5,1,2.0,Executive,36.0,15.0,20947.0
3964,1,Self Enquiry,1,Salaried,Male,4,5.0,Standard,3.0,Unmarried,2.0,1,5,0,1.0,Senior Manager,49.0,7.0,24059.0
3965,1,Self Enquiry,1,Large Business,Male,3,4.0,Basic,3.0,Unmarried,3.0,1,1,0,1.0,Executive,29.0,12.0,22119.0
3966,0,Self Enquiry,3,Small Business,Female,4,4.0,Deluxe,5.0,Married,7.0,1,1,1,2.0,Manager,45.0,7.0,24132.0
3967,0,Company Invited,1,Small Business,Male,4,5.0,Standard,5.0,Married,4.0,1,5,1,3.0,Senior Manager,36.0,18.0,28562.0
3968,0,Self Enquiry,3,Small Business,Female,3,5.0,Deluxe,3.0,Married,2.0,1,1,0,1.0,Manager,27.0,30.0,22835.0
3969,0,Company Invited,1,Salaried,Female,4,4.0,Standard,3.0,Single,3.0,1,1,1,1.0,Senior Manager,34.0,7.0,32136.0
3970,0,Company Invited,3,Salaried,Male,4,4.0,Standard,5.0,Married,3.0,0,4,0,1.0,Senior Manager,36.0,6.0,27747.0
3971,0,Self Enquiry,1,Small Business,Female,2,4.0,Basic,5.0,Married,5.0,1,4,0,1.0,Executive,36.0,30.0,22692.0
3972,0,Self Enquiry,1,Salaried,Male,3,4.0,Deluxe,3.0,Married,5.0,0,3,0,2.0,Manager,32.0,14.0,24593.0
3973,0,Self Enquiry,1,Salaried,Male,3,5.0,Deluxe,3.0,Married,3.0,0,5,0,1.0,Manager,38.0,7.0,24671.0
3974,0,Self Enquiry,1,Small Business,Male,3,4.0,Deluxe,3.0,Married,3.0,1,4,1,2.0,Manager,33.0,7.0,24840.0
3975,0,Company Invited,1,Salaried,Female,3,4.0,Deluxe,3.0,Single,3.0,0,3,1,1.0,Manager,39.0,32.0,21084.0
3976,0,Self Enquiry,1,Small Business,Female,3,5.0,King,3.0,Married,,1,4,1,2.0,VP,51.0,14.0,34632.85
3977,0,Self Enquiry,3,Salaried,Female,5,4.0,Standard,5.0,Unmarried,2.0,0,3,1,2.0,Senior Manager,55.0,32.0,26315.0
3978,0,Self Enquiry,1,Large Business,Female,3,4.0,Standard,3.0,Married,3.0,0,4,1,1.0,Senior Manager,37.0,15.0,28774.0
3979,0,Self Enquiry,1,Small Business,Female,3,4.0,Super Deluxe,3.0,Married,4.0,1,3,1,2.0,AVP,55.0,15.0,33434.0
3980,0,Company Invited,1,Salaried,Male,4,5.0,Deluxe,4.0,Unmarried,3.0,0,4,1,2.0,Manager,37.0,18.0,25177.0
3981,0,Self Enquiry,1,Salaried,Male,3,4.0,Standard,5.0,Married,4.0,0,3,0,1.0,Senior Manager,46.0,14.0,28402.0
3982,0,Company Invited,1,Small Business,Male,4,4.0,Basic,5.0,Married,6.0,0,1,0,2.0,Executive,36.0,7.0,20872.0
3983,1,Self Enquiry,1,Small Business,Male,4,5.0,Basic,3.0,Married,2.0,1,1,1,3.0,Executive,37.0,16.0,22066.0
3984,0,Company Invited,3,Salaried,Female,3,5.0,Deluxe,3.0,Unmarried,2.0,0,5,1,1.0,Manager,55.0,7.0,24151.0
3985,0,Self Enquiry,1,Salaried,Male,4,4.0,Basic,4.0,Married,2.0,0,4,1,1.0,Executive,30.0,9.0,21381.0
3986,0,Self Enquiry,1,Small Business,Male,3,4.0,Basic,4.0,Single,3.0,0,3,1,1.0,Executive,32.0,7.0,21179.0
3987,0,Self Enquiry,1,Salaried,Male,4,4.0,Deluxe,4.0,Married,3.0,0,3,1,1.0,Manager,33.0,7.0,24898.0
3988,0,Self Enquiry,1,Salaried,Female,3,2.0,Basic,3.0,Married,5.0,0,1,0,1.0,Executive,37.0,13.0,21716.0
3989,0,Self Enquiry,1,Salaried,Female,4,4.0,Deluxe,3.0,Unmarried,3.0,0,5,1,3.0,Manager,32.0,15.0,23102.0
3990,0,Self Enquiry,3,Small Business,Male,3,5.0,Deluxe,5.0,Unmarried,2.0,0,1,1,2.0,Manager,36.0,7.0,22990.0
3991,0,Self Enquiry,1,Salaried,Male,3,4.0,Standard,5.0,Married,6.0,1,3,1,2.0,Senior Manager,46.0,13.0,31923.0
3992,0,Self Enquiry,1,Small Business,Male,2,4.0,Standard,3.0,Single,6.0,0,1,0,1.0,Senior Manager,38.0,14.0,32342.0
3993,0,Self Enquiry,2,Small Business,Male,4,4.0,Deluxe,4.0,Married,2.0,1,5,1,3.0,Manager,47.0,12.0,23699.0
3994,0,Self Enquiry,1,Salaried,Male,3,5.0,Deluxe,3.0,Married,3.0,1,1,1,2.0,Manager,31.0,7.0,23804.0
3995,0,Self Enquiry,1,Small Business,Male,2,5.0,Basic,3.0,Unmarried,3.0,0,4,1,1.0,Executive,36.0,7.0,21537.0
3996,0,Self Enquiry,3,Salaried,Male,4,4.0,Standard,3.0,Married,5.0,0,1,0,3.0,Senior Manager,55.0,7.0,28917.0
3997,0,Company Invited,1,Small Business,Female,4,6.0,Deluxe,3.0,Married,2.0,1,1,0,3.0,Manager,39.0,13.0,24007.0
3998,0,Self Enquiry,1,Small Business,Male,4,4.0,Deluxe,4.0,Married,3.0,0,5,1,3.0,Manager,35.0,7.0,23003.0
3999,0,Self Enquiry,1,Salaried,Male,3,6.0,Standard,3.0,Unmarried,6.0,0,1,0,1.0,Senior Manager,55.0,14.0,25938.0
4000,0,Self Enquiry,3,Large Business,Male,4,4.0,Basic,5.0,Married,5.0,0,3,1,3.0,Executive,24.0,9.0,21000.0
4001,0,Self Enquiry,1,Salaried,Male,4,4.0,Basic,3.0,Married,5.0,0,3,1,1.0,Executive,52.0,16.0,20753.0
4002,0,Self Enquiry,1,Salaried,Male,5,5.0,Deluxe,3.0,Married,3.0,0,4,1,2.0,Manager,31.0,9.0,22830.0
4003,1,Self Enquiry,3,Small Business,Male,4,5.0,Standard,3.0,Unmarried,3.0,0,5,1,3.0,Senior Manager,47.0,16.0,28297.0
4004,0,Company Invited,1,Salaried,Male,4,5.0,Super Deluxe,4.0,Married,3.0,0,1,1,2.0,AVP,41.0,7.0,32181.0
4005,0,Self Enquiry,3,Small Business,Male,4,4.0,Deluxe,3.0,Unmarried,2.0,1,5,0,3.0,Manager,52.0,28.0,24119.0
4006,0,Self Enquiry,3,Small Business,Female,4,5.0,Deluxe,4.0,Married,3.0,1,3,1,1.0,Manager,31.0,11.0,23887.0
4007,0,Company Invited,1,Small Business,Male,3,5.0,Standard,5.0,Married,4.0,1,1,1,2.0,Senior Manager,47.0,7.0,29351.0
4008,0,Self Enquiry,3,Small Business,Male,3,4.0,Deluxe,3.0,Unmarried,3.0,0,5,1,2.0,Manager,33.0,13.0,23688.0
4009,0,Self Enquiry,1,Large Business,Female,3,4.0,Standard,3.0,Married,2.0,0,4,0,1.0,Senior Manager,55.0,9.0,32227.0
4010,0,Self Enquiry,3,Salaried,Female,3,4.0,Deluxe,3.0,Married,2.0,0,4,0,1.0,Manager,25.0,10.0,23677.0
4011,0,Company Invited,3,Small Business,Male,3,4.0,Deluxe,3.0,Married,3.0,0,1,0,1.0,Manager,29.0,11.0,22899.0
4012,0,Self Enquiry,3,Small Business,Male,3,4.0,Super Deluxe,3.0,Single,2.0,0,3,0,2.0,AVP,55.0,17.0,32550.0
4013,0,Company Invited,1,Small Business,Male,4,4.0,Deluxe,4.0,Married,6.0,0,3,0,2.0,Manager,45.0,30.0,20720.0
4014,1,Self Enquiry,2,Salaried,Male,4,4.0,Basic,5.0,Married,6.0,1,1,0,3.0,Executive,38.0,13.0,20751.0
4015,0,Self Enquiry,1,Salaried,Male,4,4.0,Basic,5.0,Unmarried,3.0,0,1,0,2.0,Executive,33.0,7.0,21634.0
4016,1,Company Invited,1,Salaried,Female,4,5.0,Basic,3.0,Unmarried,3.0,1,1,0,1.0,Executive,24.0,13.0,21604.0
4017,0,Self Enquiry,1,Salaried,Female,3,4.0,Deluxe,3.0,Unmarried,3.0,0,3,0,1.0,Manager,35.0,13.0,23487.0
4018,0,Company Invited,1,Salaried,Male,4,5.0,Deluxe,3.0,Married,7.0,0,1,1,3.0,Manager,38.0,9.0,23841.0
4019,0,Company Invited,2,Salaried,Female,3,5.0,King,3.0,Married,,0,1,0,2.0,VP,55.0,9.0,34632.85
4020,0,Company Invited,1,Salaried,Female,4,4.0,King,4.0,Married,,1,1,0,3.0,VP,51.0,7.0,34632.85
4021,1,Self Enquiry,3,Small Business,Male,3,5.0,Deluxe,3.0,Unmarried,3.0,1,3,0,2.0,Manager,26.0,12.0,24422.0
4022,0,Self Enquiry,1,Small Business,Male,4,5.0,Basic,3.0,Married,3.0,0,1,0,3.0,Executive,26.0,14.0,21567.0
4023,0,Self Enquiry,1,Small Business,Female,3,4.0,Basic,3.0,Unmarried,3.0,0,1,1,2.0,Executive,24.0,22.0,21549.0
4024,0,Company Invited,1,Small Business,Female,2,5.0,Standard,5.0,Unmarried,5.0,0,1,1,1.0,Senior Manager,52.0,7.0,26162.0
4025,1,Company Invited,1,Salaried,Male,4,6.0,Deluxe,3.0,Unmarried,3.0,1,5,1,1.0,Manager,35.0,14.0,24752.0
4026,0,Company Invited,2,Salaried,Female,2,2.0,Super Deluxe,3.0,Single,,1,3,1,1.0,AVP,55.0,32.0,34632.85
4027,0,Self Enquiry,1,Salaried,Male,3,4.0,Basic,3.0,Married,2.0,0,4,0,1.0,Executive,25.0,25.0,21452.0
4028,0,Self Enquiry,1,Salaried,Female,3,5.0,Deluxe,4.0,Married,8.0,0,3,1,1.0,Manager,35.0,13.0,23183.0
4029,0,Self Enquiry,3,Salaried,Male,3,4.0,Standard,3.0,Unmarried,4.0,0,3,0,2.0,Senior Manager,38.0,10.0,26106.0
4030,0,Self Enquiry,1,Small Business,Female,3,5.0,Standard,5.0,Single,4.0,0,1,1,2.0,Senior Manager,35.0,12.0,30309.0
4031,0,Company Invited,3,Large Business,Female,4,4.0,Standard,3.0,Married,2.0,0,5,0,3.0,Senior Manager,37.0,18.0,28416.0
4032,0,Self Enquiry,1,Salaried,Female,3,4.0,Basic,3.0,Married,7.0,0,1,0,2.0,Executive,37.0,10.0,21513.0
4033,0,Company Invited,3,Salaried,Male,4,4.0,Super Deluxe,3.0,Married,,1,1,1,1.0,AVP,44.0,32.0,34632.85
4034,0,Company Invited,1,Salaried,Male,4,6.0,Basic,3.0,Married,3.0,0,3,0,1.0,Executive,31.0,30.0,21291.0
4035,0,Company Invited,3,Small Business,Male,4,4.0,Deluxe,4.0,Married,2.0,0,1,0,1.0,Manager,34.0,29.0,24824.0
4036,1,Self Enquiry,1,Salaried,Female,4,4.0,Basic,4.0,Married,2.0,1,5,1,1.0,Executive,55.0,21.0,23641.0
4037,0,Self Enquiry,1,Salaried,Male,3,4.0,King,3.0,Single,2.0,0,5,1,2.0,VP,52.0,13.0,34632.85
4038,1,Self Enquiry,3,Salaried,Male,4,6.0,Deluxe,3.0,Married,6.0,1,3,0,3.0,Manager,32.0,13.0,24850.0
4039,0,Self Enquiry,1,Salaried,Female,3,5.0,Basic,4.0,Married,3.0,0,3,1,2.0,Executive,27.0,13.0,21046.0
4040,1,Self Enquiry,1,Small Business,Female,4,4.0,Standard,3.0,Married,3.0,0,3,1,1.0,Senior Manager,55.0,30.0,28990.0
4041,1,Self Enquiry,3,Small Business,Male,3,4.0,Basic,3.0,Single,3.0,1,1,1,1.0,Executive,24.0,29.0,20353.0
4042,0,Self Enquiry,1,Large Business,Male,4,4.0,Basic,3.0,Married,2.0,0,5,1,1.0,Executive,24.0,9.0,21201.0
4043,0,Self Enquiry,1,Small Business,Female,4,4.0,Deluxe,5.0,Married,3.0,0,1,1,1.0,Manager,50.0,27.0,25245.0
4044,0,Company Invited,1,Small Business,Female,4,2.0,Basic,3.0,Unmarried,6.0,0,3,0,3.0,Executive,44.0,32.0,23417.0
4045,0,Company Invited,3,Small Business,Female,4,4.0,Standard,3.0,Unmarried,6.0,0,5,1,3.0,Senior Manager,51.0,19.0,27886.0
4046,1,Self Enquiry,3,Salaried,Female,4,6.0,Deluxe,3.0,Married,5.0,1,3,0,3.0,Manager,32.0,27.0,23237.0
4047,0,Self Enquiry,3,Salaried,Male,4,4.0,Standard,3.0,Married,5.0,1,1,0,2.0,Senior Manager,42.0,16.0,26867.0
4048,0,Self Enquiry,2,Salaried,Female,4,4.0,Basic,3.0,Married,3.0,0,4,1,2.0,Executive,27.0,32.0,21620.0
4049,0,Self Enquiry,1,Small Business,Male,3,4.0,Deluxe,4.0,Married,8.0,0,4,0,2.0,Manager,37.0,13.0,23619.0
4050,1,Company Invited,1,Salaried,Male,3,6.0,Standard,3.0,Single,4.0,0,1,1,1.0,Senior Manager,52.0,15.0,29328.0
4051,0,Self Enquiry,3,Salaried,Female,3,5.0,Deluxe,3.0,Married,6.0,0,5,1,2.0,Manager,40.0,11.0,24580.0
4052,0,Self Enquiry,3,Salaried,Male,3,5.0,Deluxe,3.0,Married,4.0,0,4,1,2.0,Manager,26.0,32.0,27317.0
4053,0,Self Enquiry,2,Salaried,Male,3,4.0,Deluxe,3.0,Married,2.0,1,3,1,2.0,Manager,31.0,16.0,25025.0
4054,1,Self Enquiry,1,Small Business,Female,3,4.0,Basic,5.0,Unmarried,2.0,0,4,1,1.0,Executive,33.0,16.0,22878.0
4055,0,Self Enquiry,1,Small Business,Male,3,4.0,Basic,3.0,Unmarried,7.0,0,1,1,1.0,Executive,46.0,32.0,22130.0
4056,0,Self Enquiry,1,Large Business,Female,3,4.0,Deluxe,3.0,Unmarried,5.0,1,5,1,1.0,Manager,39.0,10.0,22995.0
4057,0,Self Enquiry,1,Salaried,Female,4,4.0,Basic,3.0,Unmarried,3.0,0,1,1,3.0,Executive,31.0,25.0,21310.0
4058,0,Company Invited,3,Small Business,Male,3,6.0,Deluxe,3.0,Married,2.0,0,1,0,2.0,Manager,33.0,16.0,23346.0
4059,0,Self Enquiry,1,Large Business,Female,3,4.0,Basic,5.0,Married,7.0,0,5,0,2.0,Executive,31.0,12.0,21882.0
4060,0,Self Enquiry,1,Small Business,Male,3,5.0,Basic,3.0,Unmarried,2.0,0,4,0,1.0,Executive,31.0,9.0,21398.0
4061,0,Company Invited,1,Salaried,Male,4,5.0,Super Deluxe,5.0,Married,,0,1,1,1.0,AVP,42.0,17.0,34632.85
4062,0,Self Enquiry,1,Salaried,Male,4,4.0,Basic,5.0,Married,4.0,0,1,0,1.0,Executive,42.0,16.0,20916.0
4063,0,Self Enquiry,1,Small Business,Female,4,4.0,Basic,4.0,Single,3.0,0,3,1,1.0,Executive,24.0,10.0,20161.0
4064,0,Company Invited,1,Small Business,Female,3,4.0,Deluxe,4.0,Married,3.0,0,1,0,2.0,Manager,41.0,32.0,24283.0
4065,0,Self Enquiry,3,Small Business,Male,4,4.0,Standard,4.0,Married,3.0,0,4,0,1.0,Senior Manager,36.0,7.0,25973.0
4066,0,Self Enquiry,3,Small Business,Male,3,4.0,Deluxe,3.0,Married,4.0,1,5,0,2.0,Manager,54.0,13.0,20984.0
4067,0,Self Enquiry,1,Salaried,Male,3,4.0,Deluxe,4.0,Married,2.0,0,4,1,1.0,Manager,46.0,16.0,21026.0
4068,0,Company Invited,3,Small Business,Female,3,4.0,Standard,3.0,Unmarried,3.0,0,4,1,2.0,Senior Manager,33.0,15.0,27676.0
4069,0,Company Invited,1,Large Business,Male,3,4.0,Deluxe,3.0,Married,3.0,0,3,0,1.0,Manager,30.0,7.0,22997.0
4070,0,Self Enquiry,1,Small Business,Male,3,5.0,Deluxe,3.0,Married,4.0,0,3,1,2.0,Manager,52.0,14.0,24810.0
4071,0,Self Enquiry,1,Small Business,Female,4,5.0,Basic,4.0,Married,6.0,1,1,1,2.0,Executive,55.0,16.0,22024.0
4072,0,Self Enquiry,3,Small Business,Male,4,5.0,Standard,3.0,Married,2.0,0,1,1,2.0,Senior Manager,41.0,11.0,29533.0
4073,0,Company Invited,3,Small Business,Female,4,4.0,Basic,3.0,Married,8.0,0,5,0,1.0,Executive,35.0,9.0,20909.0
4074,0,Self Enquiry,1,Small Business,Male,4,4.0,Basic,3.0,Married,3.0,0,1,1,1.0,Executive,24.0,26.0,21001.0
4075,0,Company Invited,1,Small Business,Male,3,4.0,Basic,4.0,Married,8.0,0,3,1,2.0,Executive,28.0,16.0,20702.0
4076,0,Self Enquiry,1,Small Business,Male,3,4.0,Basic,3.0,Married,3.0,0,1,0,1.0,Executive,29.0,28.0,21391.0
4077,0,Self Enquiry,1,Salaried,Male,3,2.0,Standard,3.0,Married,5.0,1,4,1,1.0,Senior Manager,55.0,31.0,28117.0
4078,0,Company Invited,1,Small Business,Male,4,5.0,Basic,3.0,Married,3.0,1,1,0,3.0,Executive,28.0,10.0,21244.0
4079,0,Self Enquiry,1,Salaried,Female,3,4.0,King,,Single,5.0,0,5,0,2.0,VP,51.0,18.0,34632.85
4080,0,Self Enquiry,1,Salaried,Male,3,4.0,Basic,3.0,Married,6.0,0,4,1,2.0,Executive,42.0,21.0,21129.0
